Кирпич Губский рустированный коричневый песчаник одинарный
['Лицевой', 'Пустотелый', 'Одинарный (1NF)', 'Есть', 'Есть', '2, 3', '1200', '38', 'F50', 'M125', '0.359', 'от 6 до 10', '250х120х65', 'Рустированный песчаник', 'Без покрытия', '51', '60', '1100', 'Керамический', 'Коричневый', '480', 'факт 168 Бк/кг', 'Песчаник']
Кирпич Губский рустированный светло-бежевый папирус 1NF
['Облицовочный', 'Пустотелый', 'Одинарный (1NF)', 'Есть', 'Есть', '2.3', '1, 2', '39', 'F50', 'M125', '0.385', '3, 9', '250х120х65', 'Рустированный папирус', 'Папирус', '51', '60', '1150', 'Керамический', 'Светло-бежевый', '480', 'Папирус']
Кирпич Губский керамический пустотелый рустированный коричневый песчаник одинарный
['Облицовочный', 'Пустотелый', 'Одинарный (1NF)', 'Есть', 'да', '2', '1, 2', '40', 'F50', 'M125', '0, 334', '5, 8', '250х120х65', 'Рустированный песчаник', 'Без покрытия', '51', '60', '1100', 'Керамический', 'Коричневый', '480', 'Песчаник']
Кирпич Губский рустированный морковный лава 1,4NF
['Облицовочный', 'Пустотелый', 'Полуторный (1,4NF)', 'Есть', 'Есть', '1, 3', '1, 2', '39', 'F50', 'M125', '0.385', '3, 9', '250х120х88', 'Рустированный лава', 'Без покрытия', '39', '4, 44', '1150', 'Керамический', 'Морковный', '352', 'Лава']
Кирпич Губский бежевый кора рустированный 1NF
['Лицевой', 'Пустотелый', 'Одинарный (1NF)', 'Есть', 'Есть', '2.3', '1200', '39', 'F50', 'M125', '0.359', '7.8', '250х120х65', 'Рустированный кора', 'Без покрытия', '51', '60', '1100', 'Керамический', 'Бежевый', '480', 'факт 168 Бк/кг', 'Кора']
Кирпич Губский рустированный светло-бежевый флиш 1.4NF
['Облицовочный', 'Пустотелый', 'Полуторный (1,4NF)', 'Есть', 'да', '2, 9', '1, 2', '40', 'F50', 'M125', '0, 334', '10, 5', '250х120х88', 'Рустированный флиш', 'Без покрытия', '39', '4, 44', '1150', 'Керамический', 'Утолщенный (1, 4NF)', 'Светло-бежевый', '352', 'Флиш']
Кирпич Губский светло-бежевый 1.4NF с надрезом
